"MiscUnit","CLAF","PRID","Drain","Layer","TopDep","BotDep","CFRAG","CFRAG_std","SDTO","SDTO_std","STPC","STPC_std","CLPC","CLPC_std","PSCL","BULK","BULK_std","TAWC","TAWC_std","CECS","CECS_std","TEB","TEB_std","BSAT","BSAT_std","ECEC","ECEC_std","CECc","CECc_std","ESP","ESP_std","ALSA","ALSA_std","PHAQ","PHAQ_std","TCEQ","TCEQ_std","GYPS","GYPS_std","ELCO","ELCO_std","TOTN","TOTN_std","CNrt","CNrt_std","ORGC","ORGC_std"
"N","PZc","PZc/D","S","D6",100,150,19,25.00,89,10.00,6,7.00,5,5.00,"C",1.63,0.09,15,4.00,5,5.00,4.00,3.00,17,16.00,2.00,1.00,57.00,36.00,2,1.00,13,9.00,4.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.47,21.00,7.00,10.57,10.18
"N","PZc","PZc/D","S","D7",150,200,26,16.00,87,10.00,6,6.00,7,8.00,"C",1.61,0.18,13,5.00,4,4.00,4.00,3.00,66,32.00,4.00,3.00,55.00,17.00,1,0.00,10,4.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.34,18.00,7.00,5.56,5.96
"N","PZc","PZc/E","S","D1",0,20,20,19.00,87,13.00,10,12.00,3,3.00,"C",1.22,0.32,18,5.00,6,4.00,4.00,3.00,31,30.00,5.00,5.00,65.00,53.00,1,1.00,31,27.00,4.40,0.60,0.00,0.00,0.00,0.00,0.40,0.60,2.05,2.17,21.00,9.00,22.71,19.54
"N","PZc","PZc/E","S","D2",20,40,28,26.00,88,12.00,9,11.00,3,3.00,"C",1.34,0.33,23,7.00,4,5.00,1.00,1.00,26,27.00,4.00,4.00,18.00,16.00,1,1.00,54,30.00,4.70,0.50,0.00,0.00,0.00,0.00,0.10,0.10,0.28,0.17,19.00,10.00,11.21,11.15
"N","PZc","PZc/E","S","D3",40,60,30,28.00,89,10.00,8,10.00,3,3.00,"C",1.50,0.18,20,8.00,2,1.00,1.00,0.00,28,24.00,3.00,2.00,44.00,50.00,2,1.00,48,29.00,4.80,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.12,20.00,11.00,5.89,5.02
"N","PZc","PZc/E","S","D4",60,80,29,27.00,90,10.00,7,9.00,3,3.00,"C",1.51,0.17,17,7.00,2,1.00,1.00,1.00,33,23.00,3.00,2.00,44.00,48.00,2,1.00,39,28.00,4.90,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.25,22.00,12.00,3.27,2.06
"N","PZc","PZc/E","S","D5",80,100,21,25.00,89,11.00,7,9.00,4,4.00,"C",1.59,0.10,16,6.00,4,5.00,1.00,0.00,23,18.00,4.00,3.00,61.00,56.00,2,1.00,18,13.00,4.90,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.28,23.00,13.00,7.17,7.07
"N","PZc","PZc/E","S","D6",100,150,19,25.00,89,10.00,6,7.00,5,5.00,"C",1.63,0.09,15,5.00,5,5.00,3.00,3.00,17,16.00,2.00,1.00,57.00,36.00,2,1.00,17,15.00,4.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.47,21.00,7.00,10.57,10.18
"N","PZc","PZc/E","S","D7",150,200,25,16.00,87,10.00,6,6.00,7,8.00,"C",1.61,0.18,13,5.00,4,4.00,4.00,3.00,62,33.00,4.00,3.00,51.00,19.00,2,1.00,10,4.00,5.10,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.34,18.00,7.00,5.56,5.96
"N","PZf","PZf/A","S","D1",0,20,38,32.00,76,21.00,18,18.00,6,5.00,"C",1.41,0.16,22,6.00,20,17.00,5.00,6.00,31,26.00,2.00,1.00,67.00,58.00,2,1.00,31,27.00,4.90,0.60,0.00,0.00,0.00,0.00,0.40,0.60,2.41,1.57,20.00,7.00,49.64,47.11
"N","PZf","PZf/A","S","D2",20,40,43,31.00,73,24.00,20,23.00,7,7.00,"C",1.44,0.20,21,7.00,6,4.00,2.00,1.00,19,16.00,1.00,1.00,10.00,10.00,1,1.00,54,30.00,5.40,0.70,0.00,0.00,0.00,0.00,0.10,0.10,1.06,0.77,13.00,2.00,14.24,12.35
"N","PZf","PZf/A","S","D3",40,60,43,31.00,72,24.00,21,22.00,7,8.00,"C",1.50,0.16,20,8.00,8,12.00,2.00,1.00,14,12.00,4.00,2.00,9.00,9.00,2,1.00,48,29.00,5.50,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.13,16.00,9.00,6.69,5.79
"N","PZf","PZf/A","S","D4",60,80,2,1.00,77,29.00,19,27.00,4,5.00,"C",1.55,0.08,17,7.00,2,1.00,3.00,2.00,19,20.00,2.00,1.00,45.00,64.00,2,1.00,39,28.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.15,17.00,9.00,3.00,3.12
"N","PZf","PZf/A","S","D5",80,100,3,3.00,72,27.00,23,25.00,5,5.00,"C",1.55,0.07,16,6.00,4,4.00,3.00,3.00,10,9.00,2.00,1.00,51.00,58.00,2,1.00,18,13.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.22,18.00,9.00,3.07,3.04
"N","PZf","PZf/A","S","D6",100,150,5,7.00,83,15.00,10,11.00,7,8.00,"C",1.60,0.06,15,5.00,5,4.00,3.00,3.00,13,15.00,2.00,1.00,49.00,43.00,2,1.00,17,15.00,4.90,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.30,20.00,12.00,11.70,11.75
"N","PZf","PZf/A","S","D7",150,200,8,3.00,80,17.00,13,16.00,7,8.00,"C",1.61,0.18,13,5.00,4,3.00,4.00,3.00,17,24.00,2.00,1.00,28.00,17.00,2,1.00,10,4.00,5.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.35,0.30,24.00,15.00,5.83,4.53
"N","PZf","PZf/B","S","D1",0,20,38,32.00,76,21.00,18,18.00,6,5.00,"C",1.08,0.27,22,6.00,20,17.00,5.00,6.00,31,26.00,10.00,6.00,73.00,43.00,2,1.00,31,27.00,4.90,0.60,0.00,0.00,0.00,0.00,0.40,0.60,2.41,1.57,20.00,7.00,49.64,47.11
"N","PZf","PZf/B","S","D2",20,40,43,31.00,73,24.00,20,23.00,7,7.00,"C",1.26,0.27,21,7.00,6,4.00,2.00,1.00,19,16.00,4.00,2.00,81.00,46.00,1,1.00,54,30.00,5.40,0.70,0.00,0.00,0.00,0.00,0.10,0.10,1.06,0.77,13.00,2.00,14.24,12.35
"N","PZf","PZf/B","S","D3",40,60,43,31.00,72,24.00,21,22.00,7,8.00,"C",1.43,0.25,20,8.00,8,12.00,2.00,1.00,25,20.00,4.00,2.00,72.00,38.00,2,1.00,48,29.00,5.50,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.59,18.00,8.00,6.69,5.79
"N","PZf","PZf/B","S","D4",60,80,25,17.00,77,29.00,19,27.00,4,5.00,"C",1.59,0.22,17,7.00,7,5.00,3.00,2.00,34,25.00,3.00,2.00,63.00,34.00,2,1.00,39,28.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.42,17.00,9.00,3.00,3.12
"N","PZf","PZf/B","S","D5",80,100,25,18.00,72,27.00,23,25.00,5,5.00,"C",1.68,0.18,16,6.00,6,4.00,3.00,3.00,42,28.00,4.00,3.00,57.00,28.00,2,1.00,18,13.00,5.30,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.35,16.00,10.00,3.07,3.04
"N","PZf","PZf/B","S","D6",100,150,25,17.00,72,22.00,22,18.00,6,7.00,"C",1.74,0.15,15,5.00,5,4.00,3.00,3.00,48,30.00,4.00,3.00,55.00,25.00,2,1.00,17,15.00,5.40,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.21,15.00,10.00,2.51,2.55
"N","PZf","PZf/B","S","D7",150,200,25,16.00,72,22.00,22,18.00,6,7.00,"C",1.80,0.15,13,5.00,4,3.00,4.00,3.00,62,33.00,4.00,3.00,51.00,19.00,2,1.00,10,4.00,5.60,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.18,14.00,12.00,1.36,1.06
"N","PZf","PZf/C","S","D1",0,20,49,30.00,80,14.00,15,12.00,5,5.00,"C",1.11,0.30,18,7.00,23,20.00,2.00,1.00,26,31.00,10.00,8.00,76.00,47.00,2,1.00,26,27.00,4.90,0.60,0.00,0.00,0.00,0.00,0.00,0.00,2.41,1.57,20.00,7.00,47.18,38.85
"N","PZf","PZf/C","S","D2",20,40,55,28.00,73,24.00,20,23.00,7,7.00,"C",1.29,0.30,19,9.00,6,4.00,2.00,2.00,19,16.00,5.00,3.00,75.00,49.00,1,1.00,61,37.00,5.40,0.70,0.00,0.00,0.00,0.00,0.00,0.00,1.06,0.77,13.00,2.00,15.46,12.16
"N","PZf","PZf/C","S","D3",40,60,53,30.00,72,24.00,21,22.00,7,8.00,"C",1.38,0.28,17,9.00,8,12.00,1.00,1.00,18,17.00,4.00,2.00,76.00,47.00,1,1.00,64,31.00,5.50,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.70,0.44,21.00,10.00,6.69,5.79
"N","PZf","PZf/C","S","D4",60,80,25,19.00,77,29.00,19,27.00,4,5.00,"C",1.47,0.29,16,9.00,9,8.00,2.00,1.00,24,23.00,5.00,4.00,68.00,44.00,2,1.00,39,28.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.43,21.00,12.00,3.00,3.12
"N","PZf","PZf/C","S","D5",80,100,27,20.00,72,27.00,23,25.00,5,5.00,"C",1.58,0.22,15,9.00,9,8.00,1.00,1.00,21,20.00,2.00,2.00,55.00,24.00,2,1.00,18,13.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.57,0.42,22.00,12.00,3.07,3.04
"N","PZf","PZf/C","S","D6",100,150,28,23.00,79,21.00,15,17.00,6,7.00,"C",1.65,0.15,15,5.00,5,4.00,1.00,1.00,19,16.00,2.00,1.00,50.00,24.00,2,1.00,17,15.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.32,20.00,13.00,6.11,6.01
"N","PZf","PZf/C","S","D7",150,200,28,24.00,85,16.00,10,12.00,5,7.00,"C",1.66,0.17,13,5.00,4,4.00,4.00,3.00,62,33.00,4.00,3.00,48.00,23.00,3,1.00,10,4.00,5.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.08,22.00,13.00,3.54,3.03
"N","PZf","PZf/D","S","D1",0,20,38,32.00,76,21.00,18,18.00,6,5.00,"C",1.06,0.26,23,6.00,20,17.00,5.00,6.00,31,26.00,10.00,5.00,74.00,43.00,2,1.00,32,27.00,4.90,0.60,0.00,0.00,0.00,0.00,0.40,0.60,2.41,1.57,20.00,7.00,49.64,47.11
"N","PZf","PZf/D","S","D2",20,40,43,31.00,73,24.00,20,23.00,7,7.00,"C",1.24,0.27,22,6.00,6,4.00,2.00,1.00,19,16.00,4.00,2.00,86.00,43.00,1,1.00,52,29.00,5.40,0.70,0.00,0.00,0.00,0.00,0.10,0.10,1.06,0.77,13.00,2.00,14.24,12.35
"N","PZf","PZf/D","S","D3",40,60,43,31.00,72,24.00,21,22.00,7,8.00,"C",1.44,0.25,21,7.00,8,12.00,2.00,1.00,27,20.00,3.00,2.00,73.00,33.00,2,1.00,44,27.00,5.50,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.79,0.53,16.00,7.00,6.69,5.79
"N","PZf","PZf/D","S","D4",60,80,25,17.00,77,29.00,19,27.00,4,5.00,"C",1.62,0.20,17,7.00,6,5.00,2.00,1.00,37,25.00,3.00,2.00,62.00,27.00,1,1.00,35,27.00,5.40,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.47,0.38,15.00,8.00,3.00,3.12
"N","PZf","PZf/D","S","D5",80,100,25,18.00,72,27.00,23,25.00,5,5.00,"C",1.71,0.17,17,6.00,5,3.00,3.00,2.00,48,27.00,4.00,3.00,57.00,25.00,2,1.00,20,15.00,5.50,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.19,13.00,9.00,3.07,3.04
"N","PZf","PZf/D","S","D6",100,150,26,16.00,69,22.00,26,18.00,5,6.00,"C",1.76,0.15,15,4.00,5,3.00,4.00,3.00,56,29.00,4.00,3.00,57.00,23.00,2,1.00,13,9.00,5.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.23,11.00,8.00,1.49,1.02
"N","PZf","PZf/D","S","D7",150,200,26,16.00,69,22.00,25,18.00,6,6.00,"C",1.82,0.15,13,5.00,4,3.00,4.00,3.00,66,32.00,4.00,3.00,55.00,17.00,1,0.00,10,4.00,5.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.20,8.00,5.00,1.08,0.69
"N","PZf","PZf/E","S","D1",0,20,38,32.00,76,21.00,18,18.00,6,5.00,"C",1.12,0.59,22,6.00,20,17.00,5.00,6.00,31,26.00,10.00,6.00,73.00,43.00,2,1.00,31,27.00,4.90,0.60,0.00,0.00,0.00,0.00,0.40,0.60,2.41,1.57,20.00,7.00,49.64,47.11
"N","PZf","PZf/E","S","D2",20,40,43,31.00,73,24.00,20,23.00,7,7.00,"C",1.24,0.49,21,7.00,6,4.00,2.00,1.00,19,16.00,4.00,2.00,69.00,62.00,1,1.00,54,30.00,5.40,0.70,0.00,0.00,0.00,0.00,0.10,0.10,1.06,0.77,13.00,2.00,14.24,12.35
"N","PZf","PZf/E","S","D3",40,60,43,31.00,72,24.00,21,22.00,7,8.00,"C",1.43,0.25,20,8.00,8,12.00,2.00,1.00,25,20.00,4.00,2.00,72.00,38.00,2,1.00,48,29.00,5.50,1.10,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.59,18.00,8.00,6.69,5.79
"N","PZf","PZf/E","S","D4",60,80,21,9.00,77,29.00,19,27.00,4,5.00,"C",1.59,0.22,17,7.00,7,5.00,3.00,2.00,34,25.00,3.00,2.00,63.00,34.00,2,1.00,39,28.00,5.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.42,17.00,9.00,3.00,3.12
"N","PZf","PZf/E","S","D5",80,100,34,25.00,72,27.00,23,25.00,5,5.00,"C",1.68,0.18,16,6.00,6,4.00,3.00,3.00,42,28.00,4.00,3.00,57.00,28.00,2,1.00,18,13.00,5.30,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.35,16.00,10.00,3.07,3.04
"N","PZf","PZf/E","S","D6",100,150,25,17.00,72,22.00,22,18.00,6,7.00,"C",1.74,0.15,15,5.00,5,4.00,3.00,3.00,48,30.00,4.00,3.00,55.00,25.00,2,1.00,17,15.00,5.40,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.21,15.00,10.00,2.51,2.55
"N","PZf","PZf/E","S","D7",150,200,25,16.00,72,22.00,22,18.00,6,7.00,"C",1.80,0.15,13,5.00,4,3.00,4.00,3.00,62,33.00,4.00,3.00,51.00,19.00,2,1.00,10,4.00,5.60,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.27,0.18,14.00,12.00,1.36,1.06
"N","PZg","PZg/A","I","D1",0,20,4,4.00,76,20.00,14,13.00,10,17.00,"C",1.16,0.28,25,6.00,3,3.00,3.00,2.00,25,21.00,9.00,8.00,69.00,47.00,1,1.00,32,33.00,4.60,0.60,0.00,0.00,0.00,0.00,0.40,0.60,1.74,1.93,20.00,10.00,31.75,50.07
"N","PZg","PZg/A","I","D2",20,40,2,1.00,73,22.00,17,15.00,10,13.00,"C",1.40,0.18,23,6.00,2,1.00,2.00,2.00,25,22.00,4.00,1.00,62.00,47.00,1,1.00,46,42.00,4.80,0.60,0.00,0.00,0.00,0.00,0.10,0.10,0.45,0.28,20.00,11.00,7.94,5.16
"N","PZg","PZg/A","I","D3",40,60,2,1.00,74,20.00,19,17.00,7,7.00,"C",1.51,0.17,20,8.00,1,1.00,2.00,2.00,28,24.00,5.00,4.00,66.00,40.00,2,1.00,48,29.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.26,14.00,6.00,5.09,3.93
"N","PZg","PZg/A","I","D4",60,80,17,15.00,73,20.00,19,17.00,8,8.00,"C",1.58,0.21,10,4.00,2,2.00,2.00,1.00,40,32.00,4.00,3.00,52.00,26.00,2,1.00,39,28.00,5.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.14,15.00,9.00,4.06,3.62
"N","PZg","PZg/A","I","D5",80,100,4,3.00,74,19.00,17,15.00,9,10.00,"C",1.64,0.17,14,8.00,1,1.00,2.00,1.00,40,29.00,2.00,1.00,48.00,22.00,2,1.00,18,13.00,5.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.22,16.00,10.00,4.68,7.14
"N","PZg","PZg/A","I","D6",100,150,6,5.00,70,19.00,19,15.00,11,13.00,"C",1.70,0.16,15,5.00,4,4.00,1.00,1.00,48,31.00,3.00,3.00,43.00,23.00,1,1.00,17,15.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.68,0.68,14.00,13.00,12.07,17.98
"N","PZg","PZg/A","I","D7",150,200,19,14.00,77,21.00,17,17.00,6,7.00,"C",1.75,0.16,13,5.00,4,3.00,3.00,3.00,58,33.00,3.00,3.00,41.00,21.00,2,1.00,10,4.00,5.30,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.15,20.00,15.00,2.83,2.45
"N","PZg","PZg/C","I","D1",0,20,14,16.00,75,27.00,20,24.00,5,6.00,"C",1.19,0.26,25,6.00,10,6.00,4.00,3.00,30,22.00,7.00,6.00,56.00,49.00,1,1.00,7,3.00,4.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,3.43,3.20,24.00,8.00,33.19,23.01
"N","PZg","PZg/C","I","D2",20,40,19,17.00,77,25.00,18,21.00,5,7.00,"C",1.42,0.16,23,6.00,8,5.00,2.00,2.00,27,22.00,4.00,1.00,63.00,48.00,1,1.00,50,43.00,4.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.51,24.00,12.00,14.52,9.85
"N","PZg","PZg/C","I","D3",40,60,21,20.00,77,27.00,16,20.00,7,9.00,"C",1.51,0.24,20,8.00,8,7.00,2.00,1.00,23,20.00,5.00,4.00,67.00,48.00,1,1.00,64,31.00,4.90,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.65,0.47,21.00,12.00,9.78,7.95
"N","PZg","PZg/C","I","D4",60,80,24,25.00,78,29.00,15,20.00,7,10.00,"C",1.54,0.19,10,4.00,7,6.00,2.00,1.00,28,21.00,4.00,4.00,49.00,18.00,2,1.00,39,28.00,5.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.29,23.00,15.00,5.16,3.61
"N","PZg","PZg/C","I","D5",80,100,24,30.00,80,29.00,13,20.00,7,10.00,"C",1.61,0.17,14,8.00,6,5.00,1.00,0.00,29,23.00,1.00,1.00,57.00,16.00,2,1.00,18,13.00,4.90,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.12,17.00,8.00,6.22,4.67
"N","PZg","PZg/C","I","D6",100,150,19,24.00,79,26.00,13,17.00,8,9.00,"C",1.67,0.15,15,5.00,4,3.00,1.00,0.00,48,31.00,1.00,0.00,38.00,15.00,1,1.00,17,15.00,5.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.17,22.00,15.00,4.44,3.49
"N","PZg","PZg/C","I","D7",150,200,34,31.00,92,8.00,5,5.00,3,4.00,"C",1.72,0.14,13,5.00,2,1.00,3.00,3.00,58,33.00,3.00,3.00,41.00,21.00,3,1.00,10,4.00,4.90,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.15,20.00,15.00,2.09,1.37
"N","PZg","PZg/D","I","D1",0,20,7,7.00,66,24.00,30,22.00,4,4.00,"C",1.15,0.31,25,6.00,20,14.00,4.00,3.00,23,22.00,9.00,6.00,82.00,45.00,1,0.00,50,36.00,4.60,0.60,0.00,0.00,0.00,0.00,0.40,0.60,4.34,4.17,17.00,8.00,73.57,75.40
"N","PZg","PZg/D","I","D2",20,40,11,9.00,67,22.00,28,20.00,5,5.00,"C",1.39,0.21,23,6.00,11,6.00,2.00,1.00,25,25.00,6.00,4.00,68.00,45.00,1,1.00,46,42.00,4.90,0.60,0.00,0.00,0.00,0.00,0.10,0.10,0.93,0.49,17.00,6.00,17.49,12.26
"N","PZg","PZg/D","I","D3",40,60,13,12.00,71,21.00,24,17.00,5,6.00,"C",1.52,0.14,20,8.00,9,6.00,2.00,2.00,33,29.00,6.00,4.00,70.00,22.00,2,1.00,44,27.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.54,0.43,18.00,11.00,8.51,7.19
"N","PZg","PZg/D","I","D4",60,80,15,12.00,70,24.00,24,19.00,6,6.00,"C",1.68,0.16,10,4.00,6,5.00,12.00,16.00,55,36.00,13.00,17.00,58.00,29.00,2,2.00,35,27.00,5.30,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.09,17.00,8.00,5.01,4.94
"N","PZg","PZg/D","I","D5",80,100,16,14.00,72,22.00,22,18.00,6,6.00,"C",1.71,0.15,14,8.00,5,4.00,3.00,3.00,53,32.00,4.00,3.00,47.00,26.00,2,1.00,20,15.00,5.30,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.12,14.00,9.00,1.68,1.07
"N","PZg","PZg/D","I","D6",100,150,17,14.00,72,21.00,22,16.00,6,8.00,"C",1.74,0.16,15,4.00,5,4.00,3.00,3.00,56,32.00,3.00,3.00,43.00,16.00,2,2.00,13,9.00,5.50,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.11,15.00,12.00,1.59,1.10
"N","PZg","PZg/D","I","D7",150,200,17,12.00,71,23.00,23,17.00,6,8.00,"C",1.76,0.17,13,5.00,5,4.00,4.00,4.00,65,37.00,3.00,3.00,53.00,18.00,1,0.00,10,4.00,5.60,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.13,18.00,13.00,1.66,1.26
"N","PZg","PZg/E","I","D1",0,20,8,8.00,72,25.00,23,22.00,5,8.00,"C",1.16,0.28,25,6.00,18,16.00,3.00,2.00,25,21.00,9.00,8.00,69.00,47.00,1,1.00,32,33.00,4.60,0.50,0.00,0.00,0.00,0.00,0.40,0.60,3.62,3.41,20.00,8.00,41.60,41.14
"N","PZg","PZg/E","I","D2",20,40,13,12.00,72,24.00,22,20.00,6,8.00,"C",1.40,0.18,23,6.00,9,6.00,2.00,2.00,25,22.00,4.00,1.00,62.00,47.00,1,1.00,46,42.00,4.80,0.50,0.00,0.00,0.00,0.00,0.10,0.10,0.94,0.60,21.00,10.00,16.90,12.20
"N","PZg","PZg/E","I","D3",40,60,15,14.00,74,24.00,20,18.00,6,8.00,"C",1.51,0.17,20,8.00,8,7.00,2.00,2.00,28,24.00,5.00,4.00,66.00,40.00,2,1.00,48,29.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.38,19.00,10.00,7.72,5.99
"N","PZg","PZg/E","I","D4",60,80,17,15.00,74,25.00,19,19.00,7,8.00,"C",1.58,0.21,10,4.00,5,3.00,2.00,1.00,40,32.00,4.00,3.00,52.00,26.00,2,1.00,39,28.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.14,19.00,11.00,4.66,3.92
"N","PZg","PZg/E","I","D5",80,100,16,16.00,76,25.00,17,18.00,7,9.00,"C",1.64,0.17,14,8.00,5,4.00,2.00,1.00,40,29.00,2.00,1.00,48.00,22.00,2,1.00,18,13.00,5.10,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.23,0.12,17.00,11.00,3.00,2.37
"N","PZg","PZg/E","I","D6",100,150,16,15.00,75,23.00,18,17.00,7,9.00,"C",1.70,0.16,15,5.00,5,3.00,1.00,1.00,48,31.00,3.00,3.00,43.00,23.00,1,1.00,17,15.00,5.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.18,17.00,13.00,2.77,2.64
"N","PZg","PZg/E","I","D7",150,200,19,14.00,77,21.00,17,17.00,6,7.00,"C",1.75,0.16,13,5.00,4,3.00,3.00,3.00,58,33.00,3.00,3.00,41.00,21.00,2,1.00,10,4.00,5.30,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.15,20.00,15.00,2.83,2.45
"N","PZh","PZh/A","W","D1",0,20,13,10.00,87,16.00,10,16.00,3,1.00,"C",1.08,0.26,22,6.00,6,7.00,7.00,5.00,26,20.00,10.00,5.00,75.00,41.00,1,0.00,33,28.00,4.70,0.70,0.00,0.00,0.00,0.00,0.10,0.10,0.56,0.37,17.00,9.00,12.75,13.25
"N","PZh","PZh/A","W","D2",20,40,18,13.00,90,7.00,8,7.00,2,1.00,"C",1.24,0.27,22,6.00,2,1.00,2.00,1.00,19,17.00,5.00,3.00,87.00,43.00,1,1.00,55,29.00,5.10,0.80,0.00,0.00,0.00,0.00,0.10,0.00,0.26,0.13,15.00,8.00,5.93,6.14
"N","PZh","PZh/A","W","D3",40,60,22,15.00,89,7.00,7,6.00,4,3.00,"C",1.46,0.25,22,8.00,3,1.00,2.00,1.00,27,21.00,3.00,2.00,74.00,38.00,2,1.00,44,29.00,5.00,0.50,0.00,0.00,0.00,0.00,0.10,0.00,0.27,0.10,14.00,6.00,4.71,3.38
"N","PZh","PZh/A","W","D4",60,80,25,16.00,88,9.00,7,7.00,5,4.00,"C",1.63,0.20,19,6.00,5,5.00,3.00,2.00,37,26.00,3.00,2.00,63.00,33.00,2,1.00,32,27.00,5.00,0.50,0.00,0.00,0.00,0.00,0.10,0.00,0.62,0.73,13.00,5.00,2.89,2.07
"N","PZh","PZh/A","W","D5",80,100,25,17.00,88,9.00,7,7.00,5,4.00,"C",1.72,0.17,18,5.00,2,2.00,3.00,3.00,46,30.00,3.00,2.00,59.00,27.00,2,1.00,16,11.00,5.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.42,13.00,2.00,2.24,1.26
"N","PZh","PZh/A","W","D6",100,150,14,20.00,88,6.00,6,4.00,6,3.00,"C",1.77,0.15,16,4.00,5,4.00,3.00,3.00,52,32.00,3.00,2.00,45.00,57.00,2,1.00,12,8.00,4.90,0.70,0.00,0.00,0.00,0.00,0.10,0.00,0.39,0.25,14.00,9.00,7.26,7.24
"N","PZh","PZh/A","W","D7",150,200,26,16.00,70,22.00,24,18.00,6,7.00,"C",1.83,0.14,15,5.00,4,2.00,4.00,3.00,67,32.00,4.00,3.00,55.00,19.00,2,1.00,10,4.00,5.70,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.20,11.00,8.00,1.06,0.74
"N","PZh","PZh/B","W","D1",0,20,13,10.00,58,21.00,36,19.00,6,4.00,"M",1.08,0.26,22,6.00,25,15.00,7.00,5.00,26,20.00,10.00,5.00,75.00,41.00,1,0.00,33,28.00,4.60,0.50,0.00,0.00,0.00,0.00,0.10,0.10,3.81,2.51,19.00,6.00,70.70,49.58
"N","PZh","PZh/B","W","D2",20,40,18,13.00,61,21.00,34,19.00,5,4.00,"M",1.24,0.27,22,6.00,14,9.00,2.00,1.00,19,17.00,5.00,3.00,87.00,43.00,1,1.00,55,29.00,5.00,0.40,0.00,0.00,0.00,0.00,0.10,0.00,1.35,0.87,17.00,7.00,22.92,18.51
"N","PZh","PZh/B","W","D3",40,60,22,15.00,64,21.00,31,19.00,5,5.00,"M",1.46,0.25,22,8.00,9,7.00,2.00,1.00,27,21.00,3.00,2.00,74.00,38.00,2,1.00,44,29.00,5.20,0.40,0.00,0.00,0.00,0.00,0.10,0.00,0.89,0.65,17.00,8.00,12.70,11.64
