pixel_vaue	description	cover_%	cell_count	square_km
12342	WD20012342	0.01	79995	45795
12343	WD20012343	0.00	19052	11038
12344	WD20012344	0.01	49277	28557
12345	WD20012345	0.01	45664	24933
12346	WD20012346	0.01	43568	23738
12347	WD50012347	0.00	22846	11465
12348	WD30012348	0.00	9833	5005
12349	WD30012349	0.00	11728	6702
12350	WD30012350	0.00	6122	4318
12351	WD20012351	0.00	217	181
12352	WD10012352	0.00	181	151
12353	WD10012353	0.00	349	291
12515	WD10012515	0.00	1	1
12518	WD10012518	0.00	1	1
12519	WD10012519	0.00	10751	8890
12520	WD10012520	0.01	35869	29033
12521	WD10012521	0.00	1063	860
12522	WD10012522	0.00	6162	5178
12523	WD10012523	0.00	4693	3924
12524	WD20012524	0.02	133136	107486
12525	WD20012525	0.00	499	396
12526	WD20012526	0.00	1991	1596
12527	WD20012527	0.00	1671	1364
12528	WD30012528	0.01	34209	28127
12529	WD30012529	0.00	10791	8882
12530	WD10012530	0.02	138405	113751
