pixel_vaue	description	cover_%	cell_count	square_km
27810	WD20027810	0.00	9557	6272
27811	WD20027811	0.01	57971	36466
27812	WD20027812	0.00	14841	9525
27813	WD20027813	0.00	2839	1811
27814	WD20027814	0.00	33350	21015
27815	WD20027815	0.00	6465	4035
27816	WD20027816	0.00	10023	6216
27817	WD20027817	0.00	7125	4412
27818	WD20027818	0.00	9541	5857
27819	WD20027819	0.00	30464	18572
27820	WD20027820	0.00	7725	4648
27821	WD20027821	0.00	6260	3729
27822	WD20027822	0.00	13258	7929
27823	WD20027823	0.00	8380	4992
27824	WD20027824	0.00	16624	9782
27825	WD20027825	0.00	11410	6656
27826	WD20027826	0.00	14494	8520
27827	WD20027827	0.00	5734	3326
27828	WD20027828	0.00	9758	5636
27829	WD20027829	0.00	5967	3416
27830	WD20027830	0.00	34738	20326
27831	WD20027831	0.01	48327	28521
27832	WD20027832	0.00	9883	5923
27833	WD20027833	0.00	8170	4987
27834	WD20027834	0.01	42504	26029
27835	WD20027835	0.00	7941	4986
27836	WD20027836	0.00	14115	8838
27837	WD20027837	0.00	20567	13088
27838	WD20027838	0.01	55020	35946
27839	WD20027839	0.00	15341	9963
27840	WD20027840	0.03	219960	146576
27841	WD20027841	0.00	29705	19408
27842	WD20027842	0.00	5628	3723
27843	WD20027843	0.00	17983	11969
27844	WD20027844	0.00	6063	4115
27845	WD20027845	0.00	8324	5641
27846	WD20027846	0.00	28011	18808
27847	WD20027847	0.00	18804	12615
27848	WD20027848	0.00	10725	7240
27849	WD20027849	0.00	8910	5992
27850	WD20027850	0.00	3914	2634
27851	WD20027851	0.00	29087	19876
27852	WD20027852	0.00	7017	4768
27853	WD20027853	0.00	32085	21964
27854	WD20027854	0.00	10784	7462
27855	WD20027855	0.00	10961	7636
27856	WD20027856	0.00	6635	4634
27857	WD20027857	0.00	11295	7814
27858	WD20027858	0.00	20643	14198
27859	WD20027859	0.00	11956	8133
27860	WD20027860	0.00	8086	5444
27861	WD20027861	0.00	5542	3624
27862	WD20027862	0.00	32735	21170
27863	WD20027863	0.00	24308	15554
27864	WD20027864	0.00	15003	9505
27865	WD20027865	0.01	44939	27773
27866	WD20027866	0.03	249225	158650
27867	WD20027867	0.00	24873	15818
27868	WD20027868	0.00	20433	13216
27869	WD20027869	0.00	24828	16273
27870	WD20027870	0.00	10902	7096
27871	WD20027871	0.00	7896	5207
27872	WD20027872	0.00	16746	11197
27873	WD20027873	0.00	18072	12060
27874	WD40027874	0.00	7027	4601
27875	WD40027875	0.00	7102	4690
27876	WD20027876	0.00	24065	16081
27877	WD20027877	0.00	5488	3669
27878	WD20027878	0.00	7232	4921
27879	WD20027879	0.00	6386	4362
27880	WD20027880	0.00	15352	10429
27881	WD20027881	0.00	20198	13555
27882	WD30027882	0.00	3884	2619
27883	WD20027883	0.00	3611	2458
27884	WD30027884	0.00	21032	14215
27885	WD40027885	0.00	21965	14706
27886	WD30027886	0.00	13167	8813
27887	WD40027887	0.00	16568	11014
27888	WD20027888	0.00	18733	12404
27889	WD20027889	0.00	35048	22989
27890	WD40027890	0.00	20114	13081
27891	WD40027891	0.00	8734	5686
27892	WD20027892	0.00	16790	10609
27893	WD40027893	0.00	30224	18998
27894	WD20027894	0.00	16488	10023
27895	WD20027895	0.00	19577	11899
27896	WD20027896	0.00	4560	2763
27897	WD20027897	0.00	9390	5735
27898	WD20027898	0.00	17345	10692
27899	WD20027899	0.00	11515	7215
27900	WD40027900	0.00	16650	10674
27901	WD40027901	0.00	21325	13500
27902	WD20027902	0.00	4787	2970
27903	WD40027903	0.00	10615	6670
27904	WD40027904	0.00	29724	19123
27905	WD20027905	0.00	25338	16553
27906	WD20027906	0.00	19701	12826
27907	WD20027907	0.00	18421	12014
27908	WD20027908	0.00	5068	3358
27909	WD40027909	0.00	20696	13957
27910	WD40027910	0.00	12003	8021
27911	WD20027911	0.01	74755	50560
27912	WD40027912	0.00	34315	22526
27913	WD20027913	0.01	44328	28553
27914	WD40027914	0.00	26699	17190
27915	WD20027915	0.00	30326	19249
27916	WD40027916	0.00	28607	18318
27917	WD40027917	0.00	23104	14610
27918	WD40027918	0.01	53751	33870
27919	WD20027919	0.00	4258	2681
27920	WD20027920	0.00	31458	19530
27921	WD20027921	0.01	43622	26508
27922	WD20027922	0.00	7995	4768
27923	WD40027923	0.00	8898	5227
27924	WD40027924	0.00	26074	15230
27925	WD40027925	0.00	15227	8819
27926	WD40027926	0.00	14795	8564
27927	WD40027927	0.00	12040	6835
27928	WD40027928	0.00	15414	8848
27929	WD40027929	0.00	5967	3426
27930	WD20027930	0.00	8358	4823
27931	WD40027931	0.00	8865	5055
27932	WD40027932	0.00	19844	11254
27933	WD40027933	0.00	17794	10000
27934	WD40027934	0.00	20332	11301
27935	WD40027935	0.00	14002	7856
27936	WD40027936	0.00	7081	4024
27937	WD40027937	0.00	25781	14536
27938	WD40027938	0.00	10637	6154
27939	WD40027939	0.00	11081	6466
27940	WD20027940	0.00	7518	4510
27941	WD40027941	0.00	13353	8001
27942	WD20027942	0.00	15579	9320
27943	WD40027943	0.00	12405	7365
27944	WD20027944	0.01	65365	37851
27945	WD40027945	0.01	65432	37175
27946	WD20027946	0.00	21584	12292
27947	WD20027947	0.01	54761	32116
27948	WD20027948	0.00	7562	4553
27949	WD20027949	0.00	24825	15199
27950	WD20027950	0.01	55745	33588
27951	WD20027951	0.00	19961	12047
27952	WD40027952	0.00	14354	8948
27953	WD40027953	0.00	3975	2478
27954	WD40027954	0.00	32278	19989
27955	WD20027955	0.00	16913	10678
27956	WD20027956	0.00	17107	10726
27957	WD20027957	0.00	16462	10265
27958	WD20027958	0.00	5031	3140
27959	WD20027959	0.01	52372	32418
27960	WD20027960	0.00	9506	5866
27961	WD20027961	0.00	15730	9622
27962	WD20027962	0.00	8749	5363
27963	WD20027963	0.00	19334	11771
27964	WD20027964	0.00	22004	13115
27965	WD20027965	0.00	9539	5604
27966	WD20027966	0.00	7505	4456
27967	WD20027967	0.00	23209	14013
27968	WD20027968	0.00	8099	4837
27969	WD20027969	0.00	28916	17293
27970	WD20027970	0.00	9721	5751
27971	WD20027971	0.01	54775	32169
27972	WD40027972	0.01	78378	44793
27973	WD20027973	0.00	7869	4541
27974	WD20027974	0.00	25420	14196
27975	WD40027975	0.00	18858	10484
27976	WD40027976	0.00	16683	9324
27977	WD40027977	0.00	10088	5599
27978	WD40027978	0.00	12123	6656
27979	WD40027979	0.00	6423	3506
27980	WD40027980	0.00	11164	6133
27981	WD40027981	0.00	6226	3373
27982	WD40027982	0.00	30813	16529
27983	WD40027983	0.00	4654	2583
27984	WD40027984	0.00	10401	5779
27985	WD40027985	0.00	14900	8101
27986	WD40027986	0.01	53601	29508
27987	WD40027987	0.00	14733	8285
27988	WD40027988	0.00	31995	17814
27989	WD40027989	0.00	17411	9916
27990	WD40027990	0.01	105677	59521
27991	WD20027991	0.00	38964	22641
27992	WD20027992	0.01	58142	33864
27993	WD20027993	0.00	7120	4250
27994	WD20027994	0.00	13306	7949
27995	WD20027995	0.00	11577	6845
27996	WD20027996	0.00	13422	7850
27997	WD20027997	0.00	19737	11470
27998	WD20027998	0.00	17769	10121
27999	WD20027999	0.01	45826	25498
28000	WD40028000	0.01	47558	25948
28001	WD20028001	0.00	25255	14021
28002	WD20028002	0.00	32752	18476
28003	WD20028003	0.00	14823	8333
28004	WD20028004	0.00	17432	9685
28005	WD20028005	0.00	15284	8370
28006	WD40028006	0.01	42532	23263
28007	WD40028007	0.01	61743	33160
28008	WD40028008	0.00	23889	12645
28009	WD40028009	0.01	47334	24620
28010	WD40028010	0.00	37959	19294
28011	WD40028011	0.00	29524	15468
28012	WD40028012	0.00	31488	16628
28013	WD40028013	0.00	9517	5075
28014	WD40028014	0.00	16433	8740
28015	WD40028015	0.00	22232	11905
28016	WD40028016	0.00	26253	14338
28017	WD40028017	0.00	20049	10918
28018	WD40028018	0.00	34544	18514
28019	WD40028019	0.00	27950	14626
28020	WD40028020	0.00	30788	15985
28021	WD40028021	0.00	27717	14542
28022	WD40028022	0.01	51550	26565
28023	WD40028023	0.00	40374	20987
28024	WD40028024	0.00	28340	14315
28025	WD40028025	0.00	15356	7667
28026	WD30028026	0.00	22537	14290
28027	WD30028027	0.00	24669	15681
28028	WD30028028	0.00	12757	8179
28029	WD20028029	0.00	2203	1418
28030	WD20028030	0.00	5877	3849
28031	WD30028031	0.00	3894	2539
28032	WD20028032	0.00	3820	2508
28033	WD30028033	0.00	2503	1633
28034	WD30028034	0.00	2154	1410
28035	WD20028035	0.00	8101	5350
28036	WD30028036	0.00	7433	4915
28037	WD30028037	0.00	2037	1366
28038	WD30028038	0.00	3089	2068
28039	WD30028039	0.00	3865	2564
28040	WD20028040	0.00	7210	4730
28041	WD20028041	0.00	3259	2129
28042	WD20028042	0.00	5288	3438
28043	WD30028043	0.00	2293	1502
28044	WD30028044	0.00	7446	4799
28045	WD30028045	0.00	5723	3682
28046	WD20028046	0.00	25401	16569
28047	WD40028047	0.00	8565	5638
28048	WD40028048	0.00	11500	7552
28049	WD40028049	0.00	6784	4512
28050	WD20028050	0.00	3370	2244
28051	WD40028051	0.00	7096	4667
28052	WD20028052	0.00	2890	1903
28053	WD40028053	0.00	5310	3459
28054	WD40028054	0.00	3489	2279
28055	WD40028055	0.00	26689	17429
28056	WD40028056	0.00	1659	1073
28057	WD40028057	0.00	6583	4214
28058	WD40028058	0.00	1229	791
28059	WD40028059	0.00	2407	1549
28060	WD40028060	0.00	2653	1706
28061	WD30028061	0.00	3849	2459
28062	WD30028062	0.00	2152	1371
28063	WD30028063	0.00	8954	5662
28064	WD30028064	0.00	2992	1893
28065	WD30028065	0.00	2592	1648
28066	WD30028066	0.00	1336	840
28067	WD30028067	0.00	487	305
28068	WD40028068	0.00	6647	3725
28069	WD20028069	0.00	38876	22324
28070	WD20028070	0.01	64077	38616
28071	WD40028071	0.00	29989	19300
28072	WD20028072	0.00	21831	13289
28073	WD20028073	0.00	71	56
28074	WD20028074	0.00	112	89
28075	WD20028075	0.00	242	191
28076	WD20028076	0.00	215	164
28077	WD20028077	0.00	638	483
28078	WD30028078	0.00	5155	3912
28079	WD20028079	0.00	188	143
28080	WD30028080	0.00	584	445
28081	WD20028081	0.00	531	403
28082	WD20028082	0.00	705	535
28083	WD20028083	0.00	3122	2363
28084	WD30028084	0.00	3979	3023
28085	WD20028085	0.00	1297	984
28086	WD30028086	0.00	3473	2734
28087	WD30028087	0.00	383	292
28088	WD30028088	0.00	166	126
28089	WD30028089	0.00	60	46
28090	WD30028090	0.00	116	88
28091	WD20028091	0.00	1085	825
28092	WD30028092	0.00	57	43
28093	WD30028093	0.00	48	37
28094	WD30028094	0.00	2264	1720
28095	WD30028095	0.00	201	153
28096	WD20028096	0.00	344	271
28097	WD30028097	0.00	79	60
28098	WD20028098	0.00	1365	1038
28099	WD30028099	0.00	277	211
28100	WD30028100	0.00	70	53
28101	WD30028101	0.00	78	59
28102	WD20028102	0.00	83	63
28103	WD30028103	0.00	1426	1084
28104	WD30028104	0.00	104	79
28105	WD30028105	0.00	89	68
28106	WD30028106	0.00	72	57
28107	WD30028107	0.00	221	168
28108	WD30028108	0.00	43	33
28109	WD20028109	0.00	119	91
28110	WD30028110	0.00	320	243
28111	WD20028111	0.00	457	348
28112	WD30028112	0.00	9211	6979
28113	WD20028113	0.00	1951	1475
28114	WD20028114	0.00	36	27
28115	WD30028115	0.00	50	38
28116	WD30028116	0.00	183	144
28117	WD20028117	0.00	109	83
28118	WD30028118	0.00	822	624
28119	WD20028119	0.00	35	27
28120	WD30028120	0.00	250	190
28121	WD20028121	0.00	98	74
28122	WD30028122	0.00	152	116
28123	WD30028123	0.00	90	68
28124	WD30028124	0.00	58	44
28125	WD20028125	0.00	65	51
28126	WD20028126	0.00	1055	800
28127	WD30028127	0.00	52	40
28128	WD30028128	0.00	173	131
28129	WD30028129	0.00	69	52
28130	WD20028130	0.00	2479	1879
28131	WD20028131	0.00	516	392
28132	WD30028132	0.00	6890	5209
28133	WD30028133	0.00	465	353
28134	WD30028134	0.00	346	263
28135	WD20028135	0.00	265	209
28136	WD30028136	0.00	112	85
28137	WD30028137	0.00	114	87
28138	WD30028138	0.00	116	88
28139	WD30028139	0.00	206	157
28140	WD30028140	0.00	37	28
28141	WD20028141	0.00	56	43
28142	WD20028142	0.00	48	37
28143	WD20028143	0.00	79	60
28144	WD20028144	0.00	128	97
28145	WD20028145	0.00	1083	850
28146	WD30028146	0.00	511	387
28147	WD30028147	0.00	230	175
28148	WD30028148	0.00	205	156
28149	WD30028149	0.00	387	294
28150	WD30028150	0.00	42	32
28151	WD30028151	0.00	350	266
28152	WD30028152	0.00	52	40
28153	WD20028153	0.00	45	34
28154	WD30028154	0.00	33	25
28155	WD30028155	0.00	88	69
28156	WD30028156	0.00	48	36
28157	WD20028157	0.00	4654	3522
28158	WD20028158	0.00	115	87
28159	WD30028159	0.00	195	148
28160	WD20028160	0.00	78	59
28161	WD20028161	0.00	151	115
28162	WD30028162	0.00	81	61
28163	WD30028163	0.00	265	209
28164	WD20028164	0.00	138	105
28165	WD30028165	0.00	83	63
28166	WD20028166	0.00	1577	1195
28167	WD30028167	0.00	91	69
28168	WD30028168	0.00	85	65
28169	WD30028169	0.00	1247	946
28170	WD30028170	0.00	95	72
28171	WD30028171	0.00	35	27
28172	WD20028172	0.00	1018	771
28173	WD20028173	0.00	95	75
28174	WD20028174	0.00	137	108
28175	WD20028175	0.00	32	24
28176	WD20028176	0.00	1598	1208
28177	WD30028177	0.00	31	24
28178	WD30028178	0.00	107	81
28179	WD30028179	0.00	290	220
28180	WD30028180	0.00	1728	1308
28181	WD20028181	0.00	68	52
28182	WD20028182	0.00	201	152
28183	WD30028183	0.00	67	51
28184	WD30028184	0.00	92	70
28185	WD20028185	0.00	913	718
28186	WD30028186	0.00	84	64
28187	WD30028187	0.00	51	39
28188	WD30028188	0.00	288	218
28189	WD30028189	0.00	199	151
28190	WD30028190	0.00	291	221
28191	WD30028191	0.00	152	115
28192	WD20028192	0.00	133	101
28193	WD30028193	0.00	457	347
28194	WD30028194	0.00	152	115
28195	WD20028195	0.00	2623	2065
28196	WD20028196	0.00	220	167
28197	WD30028197	0.00	225	171
28198	WD30028198	0.00	185	140
28199	WD30028199	0.00	320	243
28200	WD20028200	0.00	127	96
28201	WD30028201	0.00	47	36
28202	WD30028202	0.00	215	163
28203	WD20028203	0.00	326	247
28204	WD30028204	0.00	34	26
28205	WD30028205	0.00	69	52
28206	WD30028206	0.00	699	530
28207	WD30028207	0.00	61	46
28208	WD30028208	0.00	346	262
28209	WD30028209	0.00	502	381
28210	WD30028210	0.00	239	181
28211	WD30028211	0.00	179	136
28212	WD20028212	0.00	1297	981
28213	WD20028213	0.00	47	37
28214	WD30028214	0.00	2038	1542
28215	WD30028215	0.00	145	110
28216	WD30028216	0.00	96	73
28217	WD20028217	0.00	658	497
28218	WD20028218	0.00	77	58
28219	WD20028219	0.00	315	239
28220	WD20028220	0.00	95	72
28221	WD30028221	0.00	753	570
28222	WD20028222	0.00	1970	1489
28223	WD20028223	0.00	566	446
28224	WD30028224	0.00	4647	3504
28225	WD20028225	0.00	123	93
28226	WD30028226	0.00	61	46
28227	WD20028227	0.00	757	572
28228	WD30028228	0.00	67	51
28229	WD30028229	0.00	376	285
28230	WD30028230	0.00	63	48
28231	WD20028231	0.00	684	517
28232	WD30028232	0.00	55	42
28233	WD30028233	0.00	599	453
28234	WD30028234	0.00	832	629
28235	WD20028235	0.00	239	181
28236	WD20028236	0.00	2918	2204
28237	WD30028237	0.00	39	30
28238	WD20028238	0.00	72	57
28239	WD30028239	0.00	83	63
28240	WD30028240	0.00	67	51
28241	WD30028241	0.00	64	48
28242	WD20028242	0.00	116	88
28243	WD30028243	0.00	227	172
28244	WD30028244	0.00	67	51
28245	WD30028245	0.00	75	57
28246	WD30028246	0.00	292	221
28247	WD20028247	0.00	67	53
28248	WD20028248	0.00	136	103
28249	WD20028249	0.00	69	52
28250	WD20028250	0.00	40	30
28251	WD30028251	0.00	312	236
28252	WD20028252	0.00	71	54
28253	WD30028253	0.00	137	104
28254	WD30028254	0.00	102	77
28255	WD20028255	0.00	97	73
28256	WD30028256	0.00	92	73
28257	WD30028257	0.00	639	484
28258	WD30028258	0.00	47	36
28259	WD20028259	0.00	156	118
28260	WD20028260	0.00	109	82
28261	WD30028261	0.00	98	74
28262	WD30028262	0.00	3512	2653
28263	WD20028263	0.00	253	191
28264	WD30028264	0.00	1316	995
28265	WD20028265	0.00	103	82
28266	WD20028266	0.00	4402	3458
28267	WD30028267	0.00	1242	938
28268	WD20028268	0.00	2071	1561
28269	WD30028269	0.00	91	69
28270	WD20028270	0.00	52	39
28271	WD30028271	0.00	73	55
28272	WD30028272	0.00	104	79
28273	WD20028273	0.00	2924	2205
28274	WD30028274	0.00	75	57
28275	WD30028275	0.00	667	504
28276	WD30028276	0.00	462	350
28277	WD30028277	0.00	828	652
28278	WD30028278	0.00	512	387
28279	WD20028279	0.00	174	131
28280	WD30028280	0.00	120	91
28281	WD20028281	0.00	772	583
28282	WD30028282	0.00	95	72
28283	WD20028283	0.00	3805	2861
28284	WD30028284	0.00	39	30
28285	WD20028285	0.00	636	480
28286	WD20028286	0.00	215	162
28287	WD30028287	0.00	166	131
28288	WD20028288	0.00	160	121
28289	WD20028289	0.00	1692	1276
28290	WD30028290	0.00	379	286
28291	WD30028291	0.00	970	732
28292	WD20028292	0.00	729	550
28293	WD20028293	0.00	74	56
28294	WD30028294	0.00	377	285
28295	WD20028295	0.00	82	62
28296	WD20028296	0.00	288	217
28297	WD30028297	0.00	105	79
28298	WD30028298	0.00	34	26
28299	WD30028299	0.00	135	102
28300	WD20028300	0.00	326	246
28301	WD20028301	0.00	35	26
28302	WD20028302	0.00	1458	1101
28303	WD30028303	0.00	59	45
28304	WD20028304	0.00	474	358
28305	WD20028305	0.00	703	530
28306	WD20028306	0.00	597	451
28307	WD20028307	0.00	15386	11547
28308	WD30028308	0.00	141	107
28309	WD20028309	0.00	150	113
28310	WD30028310	0.00	33	25
28311	WD30028311	0.00	51	39
28312	WD20028312	0.00	385	291
28313	WD30028313	0.00	65	49
28314	WD30028314	0.00	111	84
28315	WD30028315	0.00	1666	1257
28316	WD30028316	0.00	105	79
28317	WD30028317	0.00	76	57
28318	WD30028318	0.00	63	48
28319	WD30028319	0.00	605	457
28320	WD30028320	0.00	105	79
28321	WD30028321	0.00	73	55
28322	WD30028322	0.00	330	260
28323	WD30028323	0.00	277	209
28324	WD20028324	0.00	1981	1492
28325	WD20028325	0.00	491	370
28326	WD20028326	0.00	516	388
28327	WD20028327	0.00	631	476
28328	WD20028328	0.00	154	116
28329	WD30028329	0.00	103	78
28330	WD20028330	0.00	43	32
28331	WD30028331	0.00	116	91
28332	WD30028332	0.00	1314	991
28333	WD20028333	0.00	354	267
28334	WD30028334	0.00	34	26
28335	WD20028335	0.00	79	60
28336	WD30028336	0.00	68	51
28337	WD30028337	0.00	631	476
28338	WD30028338	0.00	70	53
28339	WD30028339	0.00	104	79
28340	WD30028340	0.00	1369	1032
28341	WD20028341	0.00	1218	918
28342	WD20028342	0.00	3932	2950
28343	WD30028343	0.00	408	308
28344	WD30028344	0.00	34	26
28345	WD30028345	0.00	49	37
28346	WD30028346	0.00	70	53
28347	WD30028347	0.00	296	223
28348	WD30028348	0.00	113	85
28349	WD30028349	0.00	58	46
28350	WD30028350	0.00	75	57
28351	WD20028351	0.00	200	151
28352	WD20028352	0.00	62	47
28353	WD30028353	0.00	109	82
28354	WD30028354	0.00	96	72
28355	WD30028355	0.00	71	54
28356	WD30028356	0.00	604	456
28357	WD30028357	0.00	48	36
28358	WD30028358	0.00	47	35
28359	WD20028359	0.00	1749	1385
28360	WD20028360	0.00	35	28
28361	WD30028361	0.00	43	32
28362	WD30028362	0.00	221	167
28363	WD30028363	0.00	409	308
28364	WD30028364	0.00	42	32
28365	WD30028365	0.00	132	100
28366	WD30028366	0.00	1121	844
28367	WD30028367	0.00	89	67
28368	WD20028368	0.00	123	93
28369	WD20028369	0.00	106	80
28370	WD30028370	0.00	177	133
28371	WD20028371	0.00	276	208
28372	WD20028372	0.00	3798	2853
28373	WD20028373	0.00	489	368
28374	WD30028374	0.00	142	107
28375	WD20028375	0.00	923	694
28376	WD20028376	0.00	488	368
28377	WD20028377	0.00	1056	794
28378	WD20028378	0.00	463	348
28379	WD20028379	0.00	150	118
28380	WD20028380	0.00	247	186
28381	WD30028381	0.00	510	384
28382	WD30028382	0.00	45	34
28383	WD30028383	0.00	430	324
28384	WD20028384	0.00	98	74
28385	WD20028385	0.00	76	57
28386	WD30028386	0.00	37	28
28387	WD20028387	0.00	263	198
28388	WD20028388	0.00	519	391
28389	WD20028389	0.00	99	78
28390	WD20028390	0.00	83	63
28391	WD20028391	0.00	125	94
28392	WD20028392	0.00	344	259
28393	WD20028393	0.00	344	259
28394	WD30028394	0.00	50	38
28395	WD20028395	0.00	508	382
28396	WD30028396	0.00	253	191
28397	WD30028397	0.00	40	30
28398	WD30028398	0.00	55	41
28399	WD20028399	0.00	484	381
28400	WD20028400	0.00	14705	10982
28401	WD20028401	0.00	417	314
28402	WD30028402	0.00	87	66
28403	WD30028403	0.00	78	59
28404	WD20028404	0.00	185	139
28405	WD20028405	0.00	925	696
28406	WD30028406	0.00	278	210
28407	WD30028407	0.00	47	35
28408	WD20028408	0.00	44	33
28409	WD30028409	0.00	124	98
28410	WD20028410	0.00	572	430
28411	WD20028411	0.00	368	277
28412	WD30028412	0.00	177	133
28413	WD30028413	0.00	86	65
28414	WD30028414	0.00	504	380
28415	WD30028415	0.00	80	60
28416	WD30028416	0.00	75	57
28417	WD20028417	0.00	1147	862
28418	WD20028418	0.00	87	68
28419	WD20028419	0.00	189	142
28420	WD20028420	0.00	303	228
28421	WD30028421	0.00	174	131
28422	WD20028422	0.00	3597	2703
28423	WD30028423	0.00	279	210
28424	WD30028424	0.00	38	29
28425	WD30028425	0.00	221	167
28426	WD30028426	0.00	210	158
28427	WD30028427	0.00	34	27
28428	WD20028428	0.00	3923	2944
28429	WD30028429	0.00	44	33
28430	WD30028430	0.00	46	35
28431	WD20028431	0.00	546	411
28432	WD30028432	0.00	4068	3060
28433	WD30028433	0.00	77	58
28434	WD20028434	0.00	842	632
28435	WD30028435	0.00	198	149
28436	WD30028436	0.00	203	153
28437	WD20028437	0.00	36	27
28438	WD30028438	0.00	46	36
28439	WD20028439	0.00	8711	6526
28440	WD30028440	0.00	71	53
28441	WD20028441	0.00	336	253
28442	WD30028442	0.00	50	38
28443	WD30028443	0.00	48	36
28444	WD20028444	0.00	279	210
28445	WD30028445	0.00	675	508
28446	WD30028446	0.00	38	29
28447	WD30028447	0.00	99	78
28448	WD30028448	0.00	424	319
28449	WD30028449	0.00	148	111
28450	WD30028450	0.00	195	147
28451	WD20028451	0.00	1658	1244
28452	WD30028452	0.00	146	110
28453	WD20028453	0.00	140	105
28454	WD20028454	0.00	118	89
28455	WD30028455	0.00	108	81
28456	WD20028456	0.00	72	54
28457	WD20028457	0.00	409	324
28458	WD20028458	0.00	170	134
28459	WD20028459	0.00	2007	1506
28460	WD20028460	0.00	215	162
28461	WD30028461	0.00	61	46
28462	WD20028462	0.00	398	299
28463	WD30028463	0.00	88	66
28464	WD30028464	0.00	129	97
28465	WD30028465	0.00	390	294
28466	WD30028466	0.00	197	148
28467	WD30028467	0.00	123	93
28468	WD30028468	0.00	128	96
28469	WD30028469	0.00	209	157
28470	WD30028470	0.00	76	57
28471	WD20028471	0.00	228	172
28472	WD30028472	0.00	2195	1649
28473	WD30028473	0.00	73	55
28474	WD20028474	0.00	423	318
28475	WD20028475	0.00	392	295
28476	WD30028476	0.00	808	608
28477	WD20028477	0.00	442	346
28478	WD20028478	0.00	329	247
28479	WD20028479	0.00	155	117
28480	WD30028480	0.00	163	123
28481	WD30028481	0.00	819	616
28482	WD30028482	0.00	187	141
28483	WD30028483	0.00	76	57
28484	WD30028484	0.00	257	193
28485	WD30028485	0.00	252	190
28486	WD20028486	0.00	1027	772
28487	WD30028487	0.00	2911	2185
28488	WD20028488	0.00	94	74
28489	WD30028489	0.00	120	90
28490	WD30028490	0.00	62	47
28491	WD20028491	0.00	132	99
28492	WD20028492	0.00	511	384
28493	WD20028493	0.00	239	180
28494	WD30028494	0.00	869	654
28495	WD30028495	0.00	55	41
28496	WD20028496	0.00	67	50
28497	WD30028497	0.00	102	77
28498	WD30028498	0.00	680	535
28499	WD30028499	0.00	186	140
28500	WD30028500	0.00	52	39
28501	WD20028501	0.01	42550	31640
28502	WD30028502	0.00	234	176
28503	WD30028503	0.00	188	141
28504	WD20028504	0.00	405	305
28505	WD30028505	0.00	836	657
28506	WD30028506	0.00	207	156
28507	WD30028507	0.00	429	322
28508	WD20028508	0.00	584	438
28509	WD20028509	0.00	48	36
28510	WD20028510	0.00	313	235
28511	WD30028511	0.00	1792	1344
28512	WD30028512	0.00	498	392
28513	WD30028513	0.00	130	98
28514	WD20028514	0.00	1254	941
28515	WD30028515	0.00	1091	820
28516	WD30028516	0.00	96	72
28517	WD30028517	0.00	76	57
28518	WD30028518	0.00	70	53
28519	WD20028519	0.00	60	45
28520	WD20028520	0.00	87	65
28521	WD20028521	0.00	53	40
28522	WD20028522	0.00	54	42
28523	WD20028523	0.00	196	147
28524	WD20028524	0.00	112	84
28525	WD30028525	0.00	536	402
28526	WD20028526	0.00	254	191
28527	WD30028527	0.00	96	72
28528	WD30028528	0.00	973	731
28529	WD30028529	0.00	254	191
28530	WD30028530	0.00	33	25
28531	WD30028531	0.00	460	362
28532	WD20028532	0.00	33	25
28533	WD30028533	0.00	79	59
28534	WD30028534	0.00	438	329
28535	WD20028535	0.00	806	604
28536	WD20028536	0.00	358	269
28537	WD20028537	0.00	421	316
28538	WD30028538	0.00	53	40
28539	WD20028539	0.00	806	603
28540	WD20028540	0.00	401	301
28541	WD30028541	0.00	47	37
28542	WD20028542	0.00	503	377
28543	WD20028543	0.00	415	311
28544	WD30028544	0.00	37	28
28545	WD30028545	0.00	81	61
28546	WD30028546	0.00	160	120
28547	WD20028547	0.00	743	558
28548	WD30028548	0.00	677	508
28549	WD30028549	0.00	72	54
28550	WD30028550	0.00	296	222
28551	WD20028551	0.00	92	73
28552	WD20028552	0.00	95	71
28553	WD30028553	0.00	640	481
28554	WD20028554	0.00	204	153
28555	WD20028555	0.00	2050	1535
28556	WD20028556	0.00	107	80
28557	WD20028557	0.00	68	51
28558	WD30028558	0.00	101	76
28559	WD30028559	0.00	37	28
28560	WD20028560	0.00	1072	804
28561	WD20028561	0.00	124	98
28562	WD30028562	0.00	150	113
28563	WD30028563	0.00	107	80
28564	WD20028564	0.00	180	135
28565	WD30028565	0.00	210	157
28566	WD20028566	0.00	162	122
28567	WD20028567	0.00	91	68
28568	WD20028568	0.00	42	32
28569	WD30028569	0.00	101	76
28570	WD20028570	0.00	138	104
28571	WD20028571	0.00	389	292
28572	WD20028572	0.00	1428	1070
28573	WD30028573	0.00	81	61
28574	WD30028574	0.00	100	75
28575	WD30028575	0.00	217	163
28576	WD20028576	0.00	37	28
28577	WD20028577	0.00	45	34
28578	WD30028578	0.00	155	116
28579	WD20028579	0.00	5044	3767
28580	WD20028580	0.00	3967	3112
28581	WD30028581	0.00	207	155
28582	WD20028582	0.00	303	227
28583	WD30028583	0.00	41	31
28584	WD20028584	0.00	235	176
28585	WD20028585	0.00	159	119
28586	WD30028586	0.00	142	107
28587	WD20028587	0.00	506	380
28588	WD20028588	0.00	265	198
28589	WD20028589	0.00	970	726
28590	WD20028590	0.00	195	153
28591	WD20028591	0.00	65	49
28592	WD30028592	0.00	3298	2466
28593	WD20028593	0.00	272	204
